Ticker,Company Name,Free Float %,Category
IBST,INTI BANGUN SEJAHTERA Tbk,0.0,LOW
HITS,HUMPUSS INTERMODA TRANSPORTASI Tbk,0.1,LOW
SUPR,SOLUSI TUNAS PRATAMA Tbk,0.1,LOW
POLU,GOLDEN FLOWER Tbk,0.2,LOW
ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,0.2,LOW
FASW,FAJAR SURYA WISESA Tbk,0.2,LOW
POLI,POLLUX HOTELS GROUP Tbk,0.3,LOW
DUTI,DUTA PERTIWI Tbk,0.6,LOW
MFMI,MULTIFILING MITRA INDONESIA Tbk,0.7,LOW
SOSS,SHIELD ON SERVICE Tbk,0.7,LOW
META,NUSANTARA INFRASTRUCTURE Tbk,0.7,LOW
FAPA,FAP AGRI Tbk,0.7,LOW
BLTZ,GRAHA LAYAR PRIMA Tbk,0.7,LOW
IFSH,IFISHDECO Tbk,0.8,LOW
SMAR,SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk,0.8,LOW
KMTR,KIRANA MEGATARA Tbk,1.0,LOW
SMDM,SURYAMAS DUTAMAKMUR Tbk,1.0,LOW
SCPI,ORGANON PHARMA INDONESIA Tbk,1.2,LOW
PGUN,PRADIKSI GUNATAMA Tbk,1.3,LOW
SMCB,SOLUSI BANGUN INDONESIA Tbk,1.3,LOW
GSMF,EQUITY DEVELOPMENT INVESTMENT Tbk,1.3,LOW
CBUT,CITRA BORNEO UTAMA Tbk,1.4,LOW
BNII,BANK MAYBANK INDONESIA Tbk,1.5,LOW
PRAY,FAMON AWAL BROS SEDAYA Tbk,1.5,LOW
CMNT,CEMINDO GEMILANG Tbk,1.6,LOW
ANJT,AUSTINDO NUSANTARA JAYA Tbk,1.6,LOW
POLL,POLLUX PROPERTIES INDONESIA Tbk,1.7,LOW
ARTA,ARTHAVEST Tbk,1.8,LOW
GEMS,GOLDEN ENERGY MINES Tbk,1.9,LOW
CTBN,CITRA TUBINDO Tbk,2.0,LOW
BMAS,BANK MASPION INDONESIA Tbk,2.1,LOW
SKLT,SEKAR LAUT Tbk,2.1,LOW
MLPT,MULTIPOLAR TECHNOLOGY Tbk,2.2,LOW
BTPN,BANK SMBC INDONESIA Tbk,2.3,LOW
SDRA,BANK WOORI SAUDARA INDONESIA 1906 Tbk,2.5,LOW
JAWA,JAYA AGRA WATTIE Tbk,2.5,LOW
GMTD,GOWA MAKASSAR TOURISM DEVELOPMENT Tbk,2.6,LOW
PSSI,IMC PELITA LOGISTIK Tbk,2.7,LOW
SURE,SUPER ENERGY Tbk,2.9,LOW
TGKA,TIGARAKSA SATRIA Tbk,3.2,LOW
VRNA,MIZUHO LEASING INDONESIA Tbk,3.2,LOW
HDFA,RADANA BHASKARA FINANCE Tbk,3.3,LOW
PLIN,PLAZA INDONESIA REALTY Tbk,3.4,LOW
GOLF,INTRA GOLFLINK RESORTS Tbk,3.5,LOW
AMAR,BANK AMAR INDONESIA Tbk,3.6,LOW
DAYA,DUTA INTIDAYA Tbk,3.7,LOW
KSIX,KENTANIX SUPRA INTERNATIONAL Tbk,3.7,LOW
PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,3.8,LOW
ROTI,NIPPON INDOSARI CORPINDO Tbk,3.8,LOW
BCIC,BANK JTRUST INDONESIA Tbk,3.8,LOW
GTBO,GARDA TUJUH BUANA Tbk,3.8,LOW
OMRE,INDONESIA PRIMA PROPERTY Tbk,3.9,LOW
NETV,MDTV MEDIA TECHNOLOGIES Tbk,3.9,LOW
STAA,SUMBER TANI AGUNG RESOURCES Tbk,3.9,LOW
DVLA,DARYA - VARIA LABORATORIA Tbk,4.0,LOW
BSWD,BANK OF INDIA INDONESIA Tbk,4.1,LOW
NICE,ADHI KARTIKO PRATAMA Tbk,4.1,LOW
COWL,COWELL DEVELOPMENT Tbk,4.1,LOW
KIAS,KERAMIKA INDONESIA ASSOSIASI Tbk,4.2,LOW
CITA,CITA MINERAL INVESTINDO Tbk,4.3,LOW
WICO,WICAKSANA OVERSEAS INTERNATIONAL Tbk,4.5,LOW
GOLL,GOLDEN PLANTATION Tbk,4.6,LOW
AGII,SAMATOR INDO GAS Tbk,4.6,LOW
BABY,MULTITREND INDO Tbk,4.6,LOW
LFLO,IMAGO MULIA PERSADA Tbk,4.7,LOW
PMJS,PUTRA MANDIRI JEMBAR Tbk,4.7,LOW
RSGK,KEDOYA ADYARAYA Tbk,4.7,LOW
DNET,INDORITEL MAKMUR INTERNASIONAL Tbk,4.7,LOW
LIFE,MSIG LIFE INSURANCE INDONESIA Tbk,4.7,LOW
NATO,SURYA PERMATA ANDALAN Tbk,4.7,LOW
WOMF,WAHANA OTTOMITRA MULTIARTHA Tbk,4.9,LOW
RANC,SUPRA BOGA LESTARI Tbk,4.9,LOW
MAPB,MAP BOGA ADIPERKASA Tbk,5.0,LOW
OMED,JAYAMAS MEDICA INDUSTRI Tbk,5.2,LOW
BPII,BATAVIA PROSPERINDO INTERNASIONAL Tbk,5.2,LOW
ABDA,ASURANSI BINA DANA ARTA Tbk,5.2,LOW
MORA,MORA TELEMATIKA INDONESIA Tbk,5.2,LOW
TIFA,KDB TIFA FINANCE Tbk,5.3,LOW
GHON,GIHON TELEKOMUNIKASI INDONESIA Tbk,5.3,LOW
PORT,NUSANTARA PELABUHAN HANDAL Tbk,5.4,LOW
INRU,TOBA PULP LESTARI Tbk,5.4,LOW
CRSN,CARSURIN Tbk,5.5,LOW
INDR,INDO-RAMA SYNTHETICS Tbk,5.5,LOW
SAPX,SATRIA ANTARAN PRIMA Tbk,5.5,LOW
VOKS,VOKSEL ELECTRIC Tbk,5.5,LOW
SHIP,SILLO MARITIME PERDANA Tbk,5.7,LOW
EPMT,ENSEVAL PUTERA MEGATRADING Tbk,5.8,LOW
TAMU,PELAYARAN TAMARIN SAMUDRA Tbk,5.8,LOW
DNAR,BANK OKE INDONESIA Tbk,5.8,LOW
SSMS,SAWIT SUMBERMAS SARANA Tbk,5.8,LOW
MBAP,MITRABARA ADIPERDANA Tbk,5.9,LOW
CITY,NATURA CITY DEVELOPMENTS Tbk,5.9,LOW
NEST,ESTA INDONESIA Tbk,5.9,LOW
PGEO,PERTAMINA GEOTHERMAL ENERGY Tbk,6.0,LOW
GLOB,GLOBE KITA TERANG Tbk,6.0,LOW
IKBI,SUMI INDO KABEL Tbk,6.0,LOW
TRGU,CERESTAR INDONESIA Tbk,6.0,LOW
DEPO,CATURKARDA DEPO BANGUNAN Tbk,6.1,LOW
ELPI,PELAYARAN NASIONAL EKALYA PURNAMASARI Tbk,6.1,LOW
KEJU,MULIA BOGA RAYA Tbk,6.1,LOW
BNLI,BANK PERMATA Tbk,6.1,LOW
DART,DUTA ANGGADA REALTY Tbk,6.2,LOW
SRAJ,SEJAHTERARAYA ANUGRAHJAYA Tbk,6.3,LOW
LINK,LINK NET Tbk,6.3,LOW
BBSI,KROM BANK INDONESIA Tbk,6.3,LOW
ALMI,ALUMINDO LIGHT METAL INDUSTRY Tbk,6.4,LOW
MGLV,PANCA ANUGRAH WISESA Tbk,6.5,LOW
MLIA,MULIA INDUSTRINDO Tbk,6.5,LOW
CNMA,NUSANTARA SEJAHTERA RAYA Tbk,6.5,LOW
ADMF,ADIRA DINAMIKA MULTI FINANCE Tbk,6.6,LOW
MMLP,MEGA MANUNGGAL PROPERTY Tbk,6.6,LOW
BINO,PERMA PLASINDO Tbk,6.7,LOW
KOBX,KOBEXINDO TRACTORS Tbk,6.7,LOW
SIPD,SREEYA SEWU INDONESIA Tbk,6.7,LOW
GMFI,GARUDA MAINTENANCE FACILITY AERO ASIA Tbk,6.8,LOW
RISE,JAYA SUKSES MAKMUR SENTOSA Tbk,6.8,LOW
SKRN,SUPERKRANE MITRA UTAMA Tbk,6.8,LOW
BDMN,BANK DANAMON INDONESIA Tbk,6.9,LOW
SILO,SILOAM INTERNATIONAL HOSPITALS Tbk,6.9,LOW
SAFE,STEADY SAFE Tbk,7.0,LOW
MCOL,PRIMA ANDALAN MANDIRI Tbk,7.0,LOW
PANI,PANTAI INDAH KAPUK DUA Tbk,7.1,LOW
GIAA,GARUDA INDONESIA (PERSERO) Tbk,7.1,LOW
SMMT,GOLDEN EAGLE ENERGY Tbk,7.1,LOW
GDYR,GOODYEAR INDONESIA Tbk,7.1,LOW
TBIG,TOWER BERSAMA INFRASTRUCTURE Tbk,7.2,LOW
BESS,BATULICIN NUSANTARA MARITIM Tbk,7.3,LOW
BBRM,PELAYARAN NASIONAL BINA BUANA RAYA Tbk,7.4,LOW
VINS,VICTORIA INSURANCE Tbk,7.4,LOW
BBHI,ALLO BANK INDONESIA Tbk,7.4,LOW
PSAB,J RESOURCES ASIA PASIFIK Tbk,7.5,LOW
FPNI,LOTTE CHEMICAL TITAN Tbk,7.5,LOW
BNGA,BANK CIMB NIAGA Tbk,7.5,LOW
AKSI,MINERAL SUMBERDAYA MANDIRI Tbk,7.5,LOW
HMSP,HANJAYA MANDALA SAMPOERNA Tbk,7.6,LOW
CMPP,AIRASIA INDONESIA Tbk,7.6,LOW
PNBS,BANK PANIN DUBAI SYARIAH Tbk,7.6,LOW
URBN,URBAN JAKARTA PROPERTINDO Tbk,7.7,LOW
MTEL,DAYAMITRA TELEKOMUNIKASI Tbk,7.7,LOW
BYAN,BAYAN RESOURCES Tbk,7.8,LOW
ERTX,ERATEX DJAJA Tbk,7.8,LOW
CENT,CENTRATAMA TELEKOMUNIKASI INDONESIA Tbk,7.8,LOW
SPMA,SUPARMA Tbk,7.9,LOW
EDGE,INDOINTERNET Tbk,7.9,LOW
BPTR,BATAVIA PROSPERINDO TRANS Tbk,8.0,LOW
FITT,HOTEL FITRA INTERNATIONAL Tbk,8.0,LOW
CEKA,WILMAR CAHAYA INDONESIA Tbk,8.0,LOW
IMJS,INDOMOBIL MULTI JASA Tbk,8.0,LOW
CUAN,PETRINDO JAYA KREASI Tbk,8.0,LOW
ARGO,ARGO PANTES Tbk,8.1,LOW
BPFI,WOORI FINANCE INDONESIA Tbk,8.1,LOW
NELY,PELAYARAN NELLY DWI PUTRI Tbk,8.2,LOW
IPOL,INDOPOLY SWAKARSA INDUSTRY Tbk,8.3,LOW
TDPM,TRIDOMAIN PERFORMANCE MATERIALS Tbk,8.3,LOW
BELI,GLOBAL DIGITAL NIAGA Tbk,8.3,LOW
MDIA,INTERMEDIA CAPITAL Tbk,8.3,LOW
KOPI,MITRA ENERGI PERSADA Tbk,8.3,LOW
BNBA,BANK BUMI ARTA Tbk,8.3,LOW
MYTX,ASIA PACIFIC INVESTAMA Tbk,8.4,LOW
BKSW,BANK QNB INDONESIA Tbk,8.4,LOW
AGRS,BANK IBK INDONESIA Tbk,8.5,LOW
AMAG,ASURANSI MULTI ARTHA GUNA Tbk,8.5,LOW
PTSN,SAT NUSAPERSADA Tbk,8.6,LOW
TRJA,TRANSKON JAYA Tbk,8.6,LOW
CSRA,CISADANE SAWIT RAYA Tbk,8.7,LOW
ADES,AKASHA WIRA INTERNATIONAL Tbk,8.7,LOW
NZIA,NUSANTARA ALMAZIA Tbk,8.7,LOW
ESTI,EVER SHINE TEXTILE INDUSTRY,8.8,LOW
YUPI,YUPI INDO JELLY GUM Tbk,8.8,LOW
TOTO,SURYA TOTO INDONESIA Tbk,8.8,LOW
MTSM,METRO REALTY Tbk,8.8,LOW
ACST,ACSET INDONUSA Tbk,8.8,LOW
CDIA,CHANDRA DAYA INVESTASI Tbk,9.0,LOW
ECII,ELECTRONIC CITY INDONESIA Tbk,9.0,LOW
IFII,INDONESIA FIBREBOARD INDUSTRY Tbk,9.1,LOW
BBMD,BANK MESTIKA DHARMA Tbk,9.1,LOW
KING,HOFFMEN CLEANINDO Tbk,9.2,LOW
SGRO,PRIME AGRI RESOURCES Tbk,9.2,LOW
BSSR,BARAMULTI SUKSESSARANA Tbk,9.3,LOW
BELL,TRISULA TEXTILE INDUSTRIES Tbk,9.3,LOW
SOHO,SOHO GLOBAL HEALTH Tbk,9.3,LOW
KOIN,KOKOH INTI AREBAMA Tbk,9.4,LOW
IPAC,ERA GRAHAREALTY Tbk,9.4,LOW
KLIN,KLINKO KARYA IMAJI Tbk,9.4,LOW
ESTA,ESTA MULTI USAHA Tbk,9.4,LOW
RELI,RELIANCE SEKURITAS INDONESIA Tbk,9.5,LOW
GOLD,VISI TELEKOMUNIKASI INFRASTRUKTUR Tbk,9.5,LOW
TSPC,TEMPO SCAN PACIFIC Tbk,9.5,LOW
INDS,INDOSPRING Tbk,9.5,LOW
VICI,VICTORIA CARE INDONESIA Tbk,9.5,LOW
TALF,TUNAS ALFIN Tbk,9.6,LOW
MLBI,MULTI BINTANG INDONESIA Tbk,9.6,LOW
MASB,BANK MULTIARTA SENTOSA Tbk,9.6,LOW
MKTR,MENTHOBI KARYATAMA RAYA Tbk,9.7,LOW
BREN,BARITO RENEWABLES ENERGY Tbk,9.8,LOW
CNTX,CENTEX Tbk,9.9,LOW
WIKA,WIJAYA KARYA (PERSERO) Tbk,9.9,LOW
INPP,INDONESIAN PARADISE PROPERTY Tbk,9.9,LOW
BRIS,BANK SYARIAH INDONESIA Tbk,9.9,LOW
BSBK,WULANDARI BANGUN LAKSANA Tbk,10.0,LOW
PJAA,PEMBANGUNAN JAYA ANCOL Tbk,10.0,LOW
ADCP,ADHI COMMUTER PROPERTI Tbk,10.0,LOW
MERK,MERCK Tbk,10.0,LOW
BSIM,BANK SINAR MAS Tbk,10.0,LOW
CASA,CAPITAL FINANCIAL INDONESIA Tbk,10.1,LOW
PDES,DESTINASI TIRTA NUSANTARA Tbk,10.1,LOW
KAEF,KIMIA FARMA Tbk,10.2,LOW
ASBI,ASURANSI BINTANG Tbk,10.3,LOW
MGNA,MAGNA INVESTAMA MANDIRI Tbk,10.3,LOW
TIRA,TIRA AUSTENITE Tbk,10.4,LOW
MEGA,BANK MEGA Tbk,10.4,LOW
BBSS,BUMI BENOWO SUKSES SEJAHTERA Tbk,10.5,LOW
JRPT,JAYA REAL PROPERTY Tbk,10.5,LOW
YPAS,YANAPRIMA HASTAPERSADA Tbk,10.5,LOW
FISH,FKS MULTI AGRO Tbk,10.5,LOW
JARR,JHONLIN AGRO RAYA Tbk,10.6,LOW
ETWA,ETERINDO WAHANATAMA Tbk,10.7,LOW
AMMN,AMMAN MINERAL INTERNASIONAL Tbk,10.8,LOW
RMKE,RMK ENERGY Tbk,10.9,LOW
BBLD,BUANA FINANCE Tbk,10.9,LOW
SRTG,SARATOGA INVESTAMA SEDAYA Tbk,11.0,LOW
RSCH,CHARLIE HOSPITAL SEMARANG Tbk,11.0,LOW
LPCK,LIPPO CIKARANG Tbk,11.0,LOW
PSAT,PANCARAN SAMUDERA TRANSPORT Tbk,11.0,LOW
PBSA,PARAMITA BANGUN SARANA Tbk,11.1,LOW
SAME,SARANA MEDITAMA METROPOLITAN Tbk,11.1,LOW
IGAR,CHAMPION PACIFIC INDONESIA Tbk,11.1,LOW
TPIA,CHANDRA ASRI PACIFIC Tbk,11.2,LOW
IDPR,INDONESIA PONDASI RAYA Tbk,11.3,LOW
HATM,HABCO TRANS MARITIMA Tbk,11.3,LOW
CBDK,BANGUN KOSAMBI SUKSES Tbk,11.4,LOW
CAKK,CAHAYAPUTRA ASA KERAMIK Tbk,11.4,LOW
DSSA,DIAN SWASTATIKA SENTOSA Tbk,11.4,LOW
VICO,VICTORIA INVESTAMA Tbk,11.4,LOW
BLES,SUPERIOR PRIMA SUKSES Tbk,11.4,LOW
SCMA,SURYA CITRA MEDIA Tbk,11.4,LOW
PTMR,MASTER PRINT Tbk,11.5,LOW
APLI,ASIAPLAST INDUSTRIES Tbk,11.6,LOW
NISP,BANK OCBC NISP Tbk,11.6,LOW
FORU,FORTUNE INDONESIA Tbk,11.6,LOW
BEER,JOBUBU JARUM MINAHASA Tbk,11.8,LOW
SKBM,SEKAR BUMI Tbk,11.8,LOW
ALKA,ALAKASA INDUSTRINDO Tbk,11.8,LOW
GDST,GUNAWAN DIANJAYA STEEL Tbk,11.8,LOW
RLCO,ABADI LESTARI INDONESIA Tbk,11.8,LOW
BIKE,SEPEDA BERSAMA INDONESIA Tbk,11.9,LOW
WMPP,WIDODO MAKMUR PERKASA Tbk,12.0,LOW
MSTI,MASTERSYSTEM INFOTAMA Tbk,12.0,LOW
RAAM,TRIPAR MULTIVSION PLUS Tbk,12.0,LOW
SURI,MAJA AGUNG LATEXINDO Tbk,12.0,LOW
IRRA,ITAMA RANORAYA Tbk,12.1,LOW
MPRO,MAHA PROPERTI INDONESIA Tbk,12.1,LOW
INPC,BANK ARTHA GRAHA INTERNASIONAL Tbk,12.1,LOW
FMII,FORTUNE MATE INDONESIA Tbk,12.1,LOW
TBMS,TEMBAGA MULIA SEMANAN Tbk,12.1,LOW
ADMR,ALAMTRI MINERALS INDONESIA Tbk,12.2,LOW
BIMA,PRIMARINDO ASIA INFRASTRUCTURE Tbk,12.3,LOW
IPCM,JASA ARMADA INDONESIA Tbk,12.3,LOW
MTWI,MALACCA TRUST WUWUNGAN INSURANCE Tbk,12.4,LOW
SAMF,SARASWANTI ANUGERAH MAKMUR Tbk,12.4,LOW
POWR,CIKARANG LISTRINDO Tbk,12.4,LOW
DWGL,DWI GUNA LAKSANA Tbk,12.6,LOW
AXIO,TERA DATA INDONUSA Tbk,12.6,LOW
BLOG,TRIMITRA TRANS PERSADA Tbk,12.6,LOW
PNBN,BANK PAN INDONESIA Tbk,12.6,LOW
HALO,HALONI JANE Tbk,12.7,LOW
LCKM,LCK GLOBAL KEDATON Tbk,12.8,LOW
VTNY,VENTENY FORTUNA INTERNATIONAL Tbk,12.8,LOW
CLEO,SARIGUNA PRIMATIRTA Tbk,12.8,LOW
LMPI,LANGGENG MAKMUR INDUSTRI Tbk,12.9,LOW
TFAS,TELEFAST INDONESIA Tbk,13.0,LOW
AGRO,BANK RAYA INDONESIA Tbk,13.2,LOW
INPS,INDAH PRAKASA SENTOSA Tbk,13.3,LOW
ASDM,ASURANSI DAYIN MITRA Tbk,13.4,LOW
ASRM,ASURANSI RAMAYANA Tbk,13.4,LOW
ADMG,POLYCHEM INDONESIA Tbk,13.5,LOW
UCID,UNI-CHARM INDONESIA Tbk,13.5,LOW
BABP,BANK MNC INTERNASIONAL Tbk,13.7,LOW
AMFG,ASAHIMAS FLAT GLASS Tbk,13.8,LOW
BATA,SEPATU BATA Tbk,13.8,LOW
KDTN,PURI SENTUL PERMAI Tbk,13.9,LOW
HERO,DFI RETAIL NUSANTARA Tbk,13.9,LOW
KKGI,RESOURCE ALAM INDONESIA Tbk,14.0,LOW
AUTO,ASTRA OTOPARTS Tbk,14.0,LOW
BISI,BISI INTERNATIONAL Tbk,14.1,LOW
MYOR,MAYORA INDAH Tbk,14.2,LOW
OCAP,ONIX CAPITAL Tbk,14.2,LOW
MTMH,MURNI SADAR Tbk,14.3,LOW
MKAP,MULTIKARYA ASIA PASIFIK RAYA Tbk,14.3,LOW
GWSA,GREENWOOD SEJAHTERA Tbk,14.3,LOW
NOBU,BANK NATIONALNOBU Tbk,14.4,LOW
MIKA,MITRA KELUARGA KARYASEHAT Tbk,14.4,LOW
FORE,FORE KOPI INDONESIA Tbk,14.5,LOW
CBPE,CITRA BUANA PRASIDA Tbk,14.6,LOW
HRME,MENTENG HERITAGE REALTY Tbk,14.6,LOW
AVIA,AVIA AVIAN Tbk,14.6,LOW
MINE,SINAR TERANG MANDIRI Tbk,14.7,LOW
ISAT,INDOSAT Tbk,14.8,LOW
APII,ARITA PRIMA INDONESIA Tbk,14.8,LOW
SHID,HOTEL SAHID JAYA INTERNATIONAL Tbk,15.0,LOW
TRIO,TRIKOMSEL OKE Tbk,15.0,LOW
SDPC,MILLENNIUM PHARMACON INTERNATIONAL Tbk,15.0,LOW
SMKL,SATYAMITRA KEMAS LESTARI Tbk,15.0,MID
UNVR,UNILEVER INDONESIA Tbk,15.0,MID
JATI,INFORMASI TEKNOLOGI INDONESIA Tbk,15.1,MID
PEVE,PENTA VALENT Tbk,15.1,MID
GTSI,GTS INTERNASIONAL Tbk,15.2,MID
KINO,KINO INDONESIA Tbk,15.3,MID
LUCY,LIMA DUA LIMA TIGA Tbk,15.3,MID
DLTA,DELTA DJAKARTA Tbk,15.4,MID
SCCO,SUPREME CABLE MANUFACTURING & COMMERCE Tbk,15.4,MID
NICK,CHARNIC CAPITAL Tbk,15.5,MID
LPGI,LIPPO GENERAL INSURANCE Tbk,15.5,MID
PSGO,PALMA SERASIH Tbk,15.5,MID
BALI,BALI TOWERINDO SENTRA Tbk,15.5,MID
SSTM,SUNSON TEXTILE MANUFACTURER Tbk,15.5,MID
JSPT,JAKARTA SETIABUDI INTERNASIONAL Tbk,15.6,MID
SCNP,SELARAS CITRA NUSANTARA PERKASA Tbk,15.6,MID
TKIM,PABRIK KERTAS TJIWI KIMIA Tbk,15.6,MID
CSIS,CAHAYASAKTI INVESTINDO SUKSES Tbk,15.7,MID
SOCI,SOECHI LINES Tbk,15.8,MID
BBKP,BANK KB INDONESIA Tbk,16.1,MID
CAMP,CAMPINA ICE CREAM INDUSTRY Tbk,16.1,MID
APLN,AGUNG PODOMORO LAND Tbk,16.2,MID
ARCI,ARCHI INDONESIA Tbk,16.3,MID
TMAS,TEMAS Tbk,16.3,MID
CASS,CAHAYA AERO SERVICES Tbk,16.3,MID
KDSI,KEDAWUNG SETIA INDUSTRIAL Tbk,16.5,MID
AREA,DUNIA VIRTUAL ONLINE Tbk,16.6,MID
LTLS,LAUTAN LUAS Tbk,16.6,MID
MKPI,METROPOLITAN KENTJANA Tbk,16.7,MID
CCSI,COMMUNICATION CABLE SYSTEMS INDONESIA Tbk,16.7,MID
MARK,MARK DYNAMICS INDONESIA Tbk,16.8,MID
WOOD,INTEGRA INDOCABINET Tbk,16.9,MID
AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,16.9,MID
DGNS,DIAGNOS LABORATORIUM UTAMA Tbk,17.0,MID
PTIS,INDO STRAITS Tbk,17.0,MID
CYBR,ITSEC ASIA Tbk,17.1,MID
BAYU,BAYU BUANA Tbk,17.1,MID
PPRE,PP PRESISI Tbk,17.1,MID
ABMM,ABM INVESTAMA Tbk,17.4,MID
PMUI,PRIMA MULTI USAHA INDONESIA Tbk,17.4,MID
MBSS,MITRABAHTERA SEGARA SEJATI Tbk,17.5,MID
HRUM,HARUM ENERGY Tbk,17.5,MID
SFAN,SURYA FAJAR CAPITAL Tbk,17.5,MID
DMAS,PURADELTA LESTARI Tbk,17.7,MID
EKAD,EKADHARMA INTERNATIONAL Tbk,17.7,MID
PGJO,BAHTERA BUMI RAYA Tbk,17.7,MID
CPIN,CHAROEN POKPHAND INDONESIA Tbk,17.8,MID
MDLA,MEDELA POTENTIA Tbk,17.8,MID
KBLM,KABELINDO MURNI Tbk,17.8,MID
PSKT,RED PLANET INDONESIA Tbk,17.8,MID
BWPT,EAGLE HIGH PLANTATIONS Tbk,18.0,MID
MIDI,MIDI UTAMA INDONESIA Tbk,18.0,MID
RIGS,RIG TENDERS INDONESIA Tbk,18.0,MID
FWCT,WIJAYA CAHAYA TIMBER Tbk,18.1,MID
BMSR,BINTANG MITRA SEMESTARAYA Tbk,18.2,MID
TCPI,TRANSCOAL PACIFIC Tbk,18.2,MID
BRPT,BARITO PACIFIC Tbk,18.3,MID
EURO,ESTEE GOLD FEET Tbk,18.3,MID
LPIN,MULTI PRIMA SEJAHTERA Tbk,18.3,MID
RONY,ARACORD NUSANTARA GROUP Tbk,18.4,MID
FAST,FAST FOOD INDONESIA Tbk,18.4,MID
AMAN,MAKMUR BERKAH AMANDA Tbk,18.5,MID
BHAT,BHAKTI MULTI ARTHA Tbk,18.5,MID
BVIC,BANK VICTORIA INTERNATIONAL Tbk,18.5,MID
PZZA,SARIMELATI KENCANA Tbk,18.6,MID
CINT,CHITOSE INTERNASIONAL Tbk,18.8,MID
SONA,SONA TOPAS TOURISM INDUSTRY Tbk,18.8,MID
SIMP,SALIM IVOMAS PRATAMA Tbk,18.8,MID
TMPO,TEMPO INTI MEDIA Tbk,18.9,MID
HAJJ,ARSY BUANA TRAVELINDO Tbk,19.0,MID
MGRO,MAHKOTA GROUP Tbk,19.0,MID
STAR,BUANA ARTHA ANUGERAH Tbk,19.0,MID
WAPO,WAHANA PRONATURAL Tbk,19.0,MID
ITMA,SUMBER ENERGI ANDALAN Tbk,19.1,MID
KICI,KEDAUNG INDAH CAN Tbk,19.2,MID
INAF,INDOFARMA Tbk,19.3,MID
MTRA,MITRA PEMUDA Tbk,19.3,MID
PNSE,PUDJIADI AND SONS Tbk,19.3,MID
WINE,HATTEN BALI Tbk,19.3,MID
INCO,VALE INDONESIA Tbk,19.4,MID
ULTJ,ULTRAJAYA MILK INDUSTRY AND TRADING COMPANY Tbk,19.4,MID
